,title,price,stars,reviews
891,I Kall K3310,₹649,3.6,"53,773 Ratings & 6,841 Reviews"
892,I Kall K3310,₹649,3.6,"53,773 Ratings & 6,841 Reviews"
893,"Karbonn Titanium S4 (Black, 4 GB)","₹13,298",3.4,28 Ratings & 7 Reviews
894,"Karbonn Titanium S4 (White, 4 GB)","₹14,990",3.4,28 Ratings & 7 Reviews
895,Inovu A7i,₹599,3.4,144 Ratings & 20 Reviews
896,ITEL IT5025,"₹1,273",4,341 Ratings & 29 Reviews
897,ziox Starz Mini,₹660,3.5,34 Ratings & 6 Reviews
898,Intex Eco 210x,₹945,4,23 Ratings & 3 Reviews
899,"Samsung M01 core (Blue, 32 GB)","₹7,078",3.6,199 Ratings & 23 Reviews
900,"Samsung Galaxy J2 Core (Black, 16 GB)","₹7,900",4.2,"9,354 Ratings & 758 Reviews"
901,"Vivo Y90 (Gold, 16 GB)","₹7,990",4.3,"3,001 Ratings & 214 Reviews"
902,Tork T27 Boom,"₹1,299",4.3,6 Ratings & 0 Reviews
903,Itel Magic 1 Max,"₹1,620",3.9,622 Ratings & 69 Reviews
904,"XOLO T1000 (Black, 4 GB)","₹14,153",3.8,329 Ratings & 130 Reviews
905,I Kall K 64,₹629,3.5,332 Ratings & 16 Reviews
906,I Kall K 64,₹629,3.5,332 Ratings & 16 Reviews
907,"Honor 9x Pro (Phantom Purple, 256 GB)","₹17,999",3.9,"3,221 Ratings & 922 Reviews"
908,Kechaoda K2,₹900,3.9,135 Ratings & 16 Reviews
909,"Honor 9x Pro (Midnight Black, 256 GB)","₹17,999",3.9,"3,221 Ratings & 922 Reviews"
910,MTR Shakti,₹999,3.9,59 Ratings & 6 Reviews
911,Itel it 5092,"₹1,558",4.3,11 Ratings & 1 Reviews
912,KXD M7,₹799,,
913,"Honor 8X (Blue, 64 GB)","₹19,999",4.4,"7,629 Ratings & 742 Reviews"
914,Forme N9,₹699,,
915,Kechaoda K116,"₹1,400",3.9,"9,763 Ratings & 1,214 Reviews"
916,"Honor Play (Midnight Black, 64 GB)","₹25,999",4.5,"2,992 Ratings & 386 Reviews"
917,"Zoom Me M3 (Purple, 32 GB)","₹7,999",,
918,"Vivo Y91 (Nebula Purple, 32 GB)","₹8,389",4.4,"15,007 Ratings & 1,105 Reviews"
919,GreenBerry Champ,₹599,3.2,540 Ratings & 69 Reviews
920,Lava Spark i8,"₹1,799",4.1,"6,215 Ratings & 729 Reviews"
921,InFocus Hero Power B1,"₹1,629",4,788 Ratings & 107 Reviews
922,Karbonn K2 Boom Box,₹842,3.9,"6,489 Ratings & 745 Reviews"
923,"OPPO Reno2 Z (Sky White, 256 GB)","₹27,090",4.5,"4,640 Ratings & 523 Reviews"
924,Samsung Guru Plus B110,"₹1,699",4.2,359 Ratings & 40 Reviews
925,"Redmi Note 9 Pro Max (Interstellar Black, 128 GB)","₹22,999",4.7,64 Ratings & 7 Reviews
926,Karbonn k24+,"₹1,199",3.8,300 Ratings & 29 Reviews
927,Samsung Sm-B110E/D,"₹1,699",4.1,196 Ratings & 16 Reviews
928,Nokia 130,"₹1,610",4.2,"16,088 Ratings & 1,816 Reviews"
929,"Samsung Galaxy M40 (Midnight Blue, 128 GB)","₹16,830",4.2,778 Ratings & 55 Reviews
930,Muphone M350,₹999,4.2,13 Ratings & 1 Reviews
931,"Zoom Me M2 (Black, 16 GB)","₹5,200",4.3,3 Ratings & 0 Reviews
932,"Vivo Y17 (Mystic Purple, 128 GB)","₹13,900",4.4,"11,984 Ratings & 932 Reviews"
933,I Kall K3312 Combo,"₹1,199",3.6,"1,200 Ratings & 102 Reviews"
934,I Kall K71 Combo of Two Mobile,₹799,3.2,"4,133 Ratings & 465 Reviews"
935,Kechaoda K66 The Music House 4,"₹1,599",4,"5,978 Ratings & 581 Reviews"
936,I Kall K11,₹639,3.4,"6,265 Ratings & 1,138 Reviews"
937,Peace P4,₹650,3.5,"2,804 Ratings & 411 Reviews"
938,GreenBerry 3310,₹699,3.1,748 Ratings & 76 Reviews
939,GreenBerry 3310,₹699,3.1,748 Ratings & 76 Reviews
940,"Zoom Me M2 (Blue, 16 GB)","₹5,200",4.3,3 Ratings & 0 Reviews
941,Trio T4 Flash,₹691,3.5,"2,142 Ratings & 299 Reviews"
942,Lava A5,"₹1,399",4.1,"1,589 Ratings & 163 Reviews"
943,MTR Rowdy,"₹1,599",,
944,I Kall K 54,₹639,3.4,270 Ratings & 30 Reviews
945,Itel Magic 1 Max,"₹1,649",3.9,622 Ratings & 69 Reviews
946,"M-tech OPAL SMART (Pink, 4 GB)","₹2,890",4.1,30 Ratings & 6 Reviews
947,"Nokia 7.2 (Charcoal, 64 GB)","₹17,999",4.2,"4,120 Ratings & 625 Reviews"
948,InFocus Selfie C1,₹899,3.9,"2,313 Ratings & 314 Reviews"
949,"Ismart BOLD (Gold, 16 GB)","₹4,969",2.2,31 Ratings & 5 Reviews
950,MTR Shakti,₹649,3.9,59 Ratings & 6 Reviews
951,nuvo FLASH,₹899,3.6,133 Ratings & 15 Reviews
952,"Panasonic Eluga I8 (Charcoal Black, 32 GB)","₹8,385",3.8,732 Ratings & 84 Reviews
953,GreenBerry Titan,₹599,2.9,498 Ratings & 53 Reviews
954,"Tashan TS-455 (Blue, 4 GB)","₹4,839",2.5,25 Ratings & 3 Reviews
955,"Tashan TS-455 (Black, 4 GB)","₹4,609",2.5,25 Ratings & 3 Reviews
956,Intex Eco 110,₹945,4.2,91 Ratings & 5 Reviews
957,MTR MT Bullet,"₹1,599",4.4,7 Ratings & 0 Reviews
958,Snexian Guru 1,₹699,3.4,446 Ratings & 48 Reviews
959,"Tashan TS-851 (Rose Gold, 4 GB)","₹4,609",2.9,324 Ratings & 31 Reviews
960,MTR MT Bullet,"₹1,599",4.4,7 Ratings & 0 Reviews
961,Intex Eco 110,₹945,4.2,91 Ratings & 5 Reviews
962,"Tashan TS-455 (Blue, 4 GB)","₹4,839",2.5,25 Ratings & 3 Reviews
963,"Tashan TS-455 (Black, 4 GB)","₹4,609",2.5,25 Ratings & 3 Reviews
964,Lemon 212,₹999,3.9,23 Ratings & 4 Reviews
965,"Tashan TS-851 (Rose Gold, 4 GB)","₹4,609",2.9,324 Ratings & 31 Reviews
966,MTR Beat,"₹1,599",4.6,5 Ratings & 0 Reviews
967,MTR Hero,"₹1,099",,
968,Samsung Metro 313,"₹2,499",4.1,476 Ratings & 60 Reviews
969,"Samsung Galaxy S8 Plus (Coral Blue, 64 GB)","₹53,990",4.6,"1,999 Ratings & 341 Reviews"
970,Tork X9,"₹1,198",3.6,54 Ratings & 6 Reviews
971,MTR Mt313,₹849,3.8,52 Ratings & 9 Reviews
972,"I Kall K9 (Blue, 16 GB)","₹4,999",3.5,"5,995 Ratings & 558 Reviews"
973,MU M370,₹980,4.3,318 Ratings & 17 Reviews
974,Kechaoda A31,"₹1,169",3.4,54 Ratings & 8 Reviews
975,"Meizu C9 (Gold, 16 GB)","₹5,999",4.1,"1,693 Ratings & 227 Reviews"
976,"Redmi Note 5 Pro (Black, 64 GB)","₹13,999",4.5,"2,55,526 Ratings & 25,347 Reviews"
977,JIVI JV 12Mi,₹849,4.4,14 Ratings & 1 Reviews
978,I Kall K28 New,₹499,3.1,"3,521 Ratings & 347 Reviews"
979,Itel Muzik 400,"₹1,563",4.1,752 Ratings & 101 Reviews
980,Heemax H9,₹699,4,5 Ratings & 1 Reviews
981,Heemax H9,₹699,4,5 Ratings & 1 Reviews
982,"I Kall K110 (Blue, 16 GB)","₹4,499",3.4,967 Ratings & 86 Reviews
983,"Realme 6 Pro (Lightning Red, 64 GB)","₹17,999",4.4,"41,390 Ratings & 4,525 Reviews"
